"ensembl_gene_id","hgnc_symbol","percentage_gene_gc_content","gene_biotype","chromosome_name","gene_length"
"ENSG00000235482","RPL21P135",46.4,"processed_pseudogene","3",791
"ENSG00000235493","LINC01967",37.57,"lncRNA","3",3123
"ENSG00000235534","FECHP1",45.96,"processed_pseudogene","3",1214
"ENSG00000235593","RBMS3-AS1",35.58,"lncRNA","3",554
"ENSG00000235627","SNRPFP4",40.08,"processed_pseudogene","3",242
"ENSG00000235670","RPL21P40",45.96,"processed_pseudogene","3",483
"ENSG00000235805","SOCS5P3",43.08,"processed_pseudogene","3",1576
"ENSG00000235904","RBMS3-AS3",37.06,"lncRNA","3",7503
"ENSG00000235908","RHOA-IT1",47.91,"lncRNA","3",517
"ENSG00000236158","RFC3P1",41.06,"processed_pseudogene","3",682
"ENSG00000236165","PRADC1P1",56.19,"processed_pseudogene","3",525
"ENSG00000236380","VENTXP7",64.51,"processed_pseudogene","3",772
"ENSG00000236409","NRADDP",54.24,"transcribed_unitary_pseudogene","3",2085
"ENSG00000236411","NDUFAF4P3",41.14,"processed_pseudogene","3",525
"ENSG00000236459","HNRNPA1P22",46.83,"processed_pseudogene","3",946
"ENSG00000236570","RAD23BP1",45.15,"processed_pseudogene","3",1227
"ENSG00000236736","UQCRC2P1",41.89,"processed_pseudogene","3",1332
"ENSG00000236869","ZKSCAN7-AS1",42.72,"lncRNA","3",456
"ENSG00000236980","C3orf84",49.86,"protein_coding","3",1853
"ENSG00000237433","RPSAP11",51.99,"processed_pseudogene","3",881
"ENSG00000237603","HMGB3P12",41.73,"processed_pseudogene","3",556
"ENSG00000237676","RPL30P4",44.74,"processed_pseudogene","3",333
"ENSG00000238008","COX6CP10",41.07,"processed_pseudogene","3",224
"ENSG00000238225","CRIP1P2",59.21,"processed_pseudogene","3",228
"ENSG00000238862","SNORD19B",30.95,"snoRNA","3",84
"ENSG00000238959","RNU7-19P",42.42,"snRNA","3",66
"ENSG00000239105","RNU7-73P",39.68,"snRNA","3",63
"ENSG00000239119","RNU7-119P",36.51,"snRNA","3",63
"ENSG00000239128","SNORD13P3",44.23,"snoRNA","3",104
"ENSG00000239250","RN7SL271P",50.51,"misc_RNA","3",295
"ENSG00000239263","RBM43P1",37.28,"processed_pseudogene","3",1081
"ENSG00000239388","ASB14",38.4,"protein_coding","3",5888
"ENSG00000239454","LINC02047",41.36,"lncRNA","3",1371
"ENSG00000239576","COX6CP14",39.66,"processed_pseudogene","3",174
"ENSG00000239653","PSMD6-AS2",38.82,"lncRNA","3",2456
"ENSG00000239677","PDZRN3-AS1",52.22,"lncRNA","3",2817
"ENSG00000239732","TLR9",60.76,"protein_coding","3",3870
"ENSG00000239799","ITIH4-AS1",56.23,"lncRNA","3",395
"ENSG00000239801","DENND6A-AS1",39.6,"lncRNA","3",364
"ENSG00000239831","RNF7P1",55.56,"processed_pseudogene","3",342
"ENSG00000239926","PRDX3P4",42.57,"processed_pseudogene","3",747
"ENSG00000240135","PSMD12P",38.87,"unprocessed_pseudogene","3",1366
"ENSG00000240156","COX6CP6",41.67,"processed_pseudogene","3",228
"ENSG00000240175","MAGI1-AS1",40.66,"lncRNA","3",591
"ENSG00000240198","ARHGEF3-AS1",42.83,"lncRNA","3",749
"ENSG00000240203","RN7SL567P",53.14,"misc_RNA","3",303
"ENSG00000240359","UBL5P3",44.16,"processed_pseudogene","3",231
"ENSG00000240405","SAMMSON",37.06,"lncRNA","3",24988
"ENSG00000240549","THOC7-AS1",40.26,"lncRNA","3",673
"ENSG00000240708","LINC02030",41.48,"lncRNA","3",3572
"ENSG00000240747","KRBOX1",43.53,"protein_coding","3",3518
"ENSG00000240959","ST13P14",40.7,"processed_pseudogene","3",734
"ENSG00000241022","NIPA2P2",38.04,"processed_pseudogene","3",1083
"ENSG00000241101","PRICKLE2-AS2",43.53,"lncRNA","3",496
"ENSG00000241158","ADAMTS9-AS1",39.06,"lncRNA","3",18445
"ENSG00000241163","LINC00877",45.3,"lncRNA","3",23993
"ENSG00000241186","TDGF1",45.44,"protein_coding","3",4348
"ENSG00000241316","SUCLG2-AS1",38.32,"lncRNA","3",25489
"ENSG00000241359","SYNPR-AS1",38.89,"lncRNA","3",558
"ENSG00000241461","RN7SL182P",52,"misc_RNA","3",300
"ENSG00000241472","PTPRG-AS1",38.25,"lncRNA","3",39061
"ENSG00000241506","PSMC1P1",45.76,"processed_pseudogene","3",1320
"ENSG00000241572","PRICKLE2-AS1",50.16,"lncRNA","3",1017
"ENSG00000241587","RN7SL482P",52.35,"misc_RNA","3",298
"ENSG00000241665","RN7SL418P",53.66,"misc_RNA","3",287
"ENSG00000241684","ADAMTS9-AS2",39.79,"lncRNA","3",9792
"ENSG00000241789","RN7SL504P",47.04,"misc_RNA","3",287
"ENSG00000241933","DENND6A-DT",45.73,"lncRNA","3",2919
"ENSG00000241939","RN7SL517P",51.48,"misc_RNA","3",305
"ENSG00000242094","FOXP1-IT1",36.74,"lncRNA","3",3539
"ENSG00000242109","NPM1P23",40.28,"transcribed_processed_pseudogene","3",849
"ENSG00000242120","MDFIC2",37.42,"protein_coding","3",3105
"ENSG00000242142","SERBP1P3",45.98,"processed_pseudogene","3",809
"ENSG00000242428","C3orf67-AS1",38.38,"lncRNA","3",9748
"ENSG00000242510","NDUFB4P1",46.19,"processed_pseudogene","3",381
"ENSG00000242609","CCDC137P",58.95,"processed_pseudogene","3",838
"ENSG00000242638","RN7SL294P",52.88,"misc_RNA","3",295
"ENSG00000242728","UQCRHP4",46.69,"processed_pseudogene","3",272
"ENSG00000242741","LINC02005",38.54,"lncRNA","3",3222
"ENSG00000242797","GLYCTK-AS1",57.65,"lncRNA","3",1894
"ENSG00000242841","KRT8P35",58.3,"processed_pseudogene","3",1338
"ENSG00000242849","ALDOAP1",53.4,"processed_pseudogene","3",1078
"ENSG00000242960","FTH1P23",49.82,"processed_pseudogene","3",550
"ENSG00000242983","CABYRP1",43.83,"processed_pseudogene","3",1045
"ENSG00000243083","LINC00870",45.66,"lncRNA","3",13466
"ENSG00000243149","LINC02040",39.64,"lncRNA","3",1790
"ENSG00000243410","PSMD6-AS1",38.8,"lncRNA","3",441
"ENSG00000243477","NAA80",61.23,"protein_coding","3",7916
"ENSG00000243572","LINC02017",38.18,"lncRNA","3",474
"ENSG00000243715","CACNA2D3-AS1",43.74,"lncRNA","3",2078
"ENSG00000243873","HMGB1P36",42.08,"processed_pseudogene","3",576
"ENSG00000243989","ACY1",57.27,"protein_coding","3",17148
"ENSG00000244130","UBE2Q2P9",51.49,"processed_pseudogene","3",202
"ENSG00000244161","FLNB-AS1",50.4,"lncRNA","3",4280
"ENSG00000244183","PPIAP71",49.29,"processed_pseudogene","3",493
"ENSG00000244203","FOXP1-AS1",38.53,"lncRNA","3",700
"ENSG00000244226","ILF2P1",48.97,"processed_pseudogene","3",1168
"ENSG00000244342","LINC00698",39.02,"lncRNA","3",3429
"ENSG00000244357","RN7SL145P",50.68,"misc_RNA","3",296
"ENSG00000244383","FAM3D-AS1",51.02,"lncRNA","3",1849
"ENSG00000244404","RN7SL216P",54.03,"misc_RNA","3",298
"ENSG00000244564","PRICKLE2-DT",42.82,"lncRNA","3",2096
"ENSG00000244586","WNT5A-AS1",66.39,"lncRNA","3",500
"ENSG00000244607","CCDC13",47.17,"protein_coding","3",8557
"ENSG00000244632","RN7SL863P",50.68,"misc_RNA","3",296
"ENSG00000244732","RN7SL870P",51.69,"misc_RNA","3",296
"ENSG00000247596","TWF2",59.69,"protein_coding","3",2903
"ENSG00000248487","ABHD14A",54.78,"protein_coding","3",4361
"ENSG00000248592","STIMATE-MUSTN1",48.77,"protein_coding","3",7329
"ENSG00000249992","TMEM158",66.85,"protein_coding","3",1822
"ENSG00000251224","CNOT10-AS1",39.06,"lncRNA","3",466
"ENSG00000251590","NIFKP7",42.53,"unprocessed_pseudogene","3",834
"ENSG00000251761","RNU6-138P",31.78,"snRNA","3",107
"ENSG00000252184","RNU2-10P",43.13,"snRNA","3",211
"ENSG00000252301","RNA5SP134",48.96,"rRNA_pseudogene","3",96
"ENSG00000252410","RNU5B-3P",40,"snRNA","3",115
"ENSG00000252449","RNU6-139P",38.18,"snRNA","3",110
"ENSG00000252466","MIR2115",44,"miRNA","3",100
"ENSG00000252562","RNU6-922P",43.43,"snRNA","3",99
"ENSG00000252651","RNU6-557P",40,"snRNA","3",110
"ENSG00000252700","RNU7-110P",35.48,"snRNA","3",62
"ENSG00000252768","RNU6-856P",40.82,"snRNA","3",98
"ENSG00000252828","RNA5SP135",45.6,"rRNA_pseudogene","3",125
"ENSG00000252937","RNU6-1270P",41.67,"snRNA","3",108
"ENSG00000252980","RNU6-367P",36,"snRNA","3",100
"ENSG00000253056","RNU7-128P",43.55,"snRNA","3",62
"ENSG00000255154","HTD2",45.35,"protein_coding","3",6083
"ENSG00000255423","EBLN2",41.75,"protein_coding","3",1679
"ENSG00000259956","RBM15B",55.81,"protein_coding","3",6624
"ENSG00000261603","PRSS46P",43.08,"transcribed_unitary_pseudogene","3",1352
"ENSG00000264013","MIR3938",35.92,"miRNA","3",103
"ENSG00000264633","MIR4271",50.75,"miRNA","3",67
"ENSG00000264706","RN7SL217P",54.55,"misc_RNA","3",286
"ENSG00000265078","RN7SL664P",55.08,"misc_RNA","3",305
"ENSG00000265327","RN7SL411P",53.67,"misc_RNA","3",300
"ENSG00000265355","MIR3136",38.46,"miRNA","3",78
"ENSG00000265376","MIR466",35.71,"miRNA","3",84
"ENSG00000265483","MIR4443",56.6,"miRNA","3",53
"ENSG00000265992","ESRG",46.35,"lncRNA","3",3140
"ENSG00000266745","MIR3135A",55.84,"miRNA","3",77
"ENSG00000266780","MIR4444-2",58.11,"miRNA","3",74
"ENSG00000268324","LRRC2-AS1",45.28,"lncRNA","3",2924
"ENSG00000270772","PDHA1P1",42.5,"processed_pseudogene","3",1070
"ENSG00000271161","BOLA2P2",47.09,"transcribed_processed_pseudogene","3",817
"ENSG00000271266","LAPTM4BP2",42.6,"processed_pseudogene","3",446
"ENSG00000271841","RNU7-10P",44.44,"snRNA","3",63
"ENSG00000271898","MIR4791",33.33,"miRNA","3",84
"ENSG00000272146","ARF4-AS1",45.01,"lncRNA","3",1793
"ENSG00000272282","LINC02084",50.82,"lncRNA","3",1096
"ENSG00000272543","MIR4787",79.76,"miRNA","3",84
"ENSG00000272573","MUSTN1",57.08,"protein_coding","3",1012
"ENSG00000272610","MAGI1-IT1",40.75,"lncRNA","3",2567
"ENSG00000272886","DCP1A",41.18,"protein_coding","3",7854
"ENSG00000273356","LINC02019",41.12,"lncRNA","3",2905
"ENSG00000275090","RN7SL296P",54.52,"misc_RNA","3",299
"ENSG00000275256","MRPS31P1",36.22,"processed_pseudogene","3",196
"ENSG00000275334","MIR5787",83.64,"miRNA","3",55
"ENSG00000275789","MIR8064",58.89,"miRNA","3",90
"ENSG00000275940","MRPL57P3",52.27,"processed_pseudogene","3",176
"ENSG00000276147","MIR548AY",39.25,"miRNA","3",107
"ENSG00000277483","RN7SL321P",55.85,"misc_RNA","3",299
"ENSG00000278799","MIR6823",57.38,"miRNA","3",61
"ENSG00000279727","LINC02033",44.43,"lncRNA","3",1463
"ENSG00000280620","SCAANT1",49.41,"lncRNA","3",255
"ENSG00000280739","EIF1B-AS1",41.48,"lncRNA","3",23495
"ENSG00000281358","RASSF1-AS1",65.44,"lncRNA","3",790
"ENSG00000281426","MIR548BB",34.85,"miRNA","3",66
"ENSG00000281691","RBM5-AS1",41.2,"lncRNA","3",1386
"ENSG00000281708","ERC2-IT1",45.66,"lncRNA","3",2177
"ENSG00000283036","LINC01988",47.55,"lncRNA","3",1666
"ENSG00000283298","MIR4272",29.69,"miRNA","3",64
"ENSG00000283473","FAM240A",42.41,"protein_coding","3",2000
"ENSG00000283646","LINC02009",50.42,"lncRNA","3",5559
"ENSG00000283706","PRSS50",58.91,"protein_coding","3",1332
"ENSG00000283726","MIR5193",55.96,"miRNA","3",109
"ENSG00000283848","MIR6872",69.35,"miRNA","3",62
"ENSG00000283885","MIR3714",66.15,"miRNA","3",65
"ENSG00000283971","MIR4442",62.69,"miRNA","3",67
"ENSG00000284158","MIR6822",62.3,"miRNA","3",61
"ENSG00000284251","MIR711",57.89,"miRNA","3",76
"ENSG00000284364","MIR6824",61.9,"miRNA","3",63
"ENSG00000284488","MIR6890",65.57,"miRNA","3",61
"ENSG00000284498","MIR564",76.6,"miRNA","3",94
"ENSG00000284575","MIR4793",60.92,"miRNA","3",87
"ENSG00000004399","PLXND1",58.39,"protein_coding","3",17314
"ENSG00000014257","ACPP",40.39,"protein_coding","3",6831
"ENSG00000017260","ATP2C1",37.56,"protein_coding","3",20350
"ENSG00000031081","ARHGAP31",43.44,"protein_coding","3",9419
"ENSG00000034533","ASTE1",39.7,"protein_coding","3",6249
"ENSG00000036054","TBC1D23",36.47,"protein_coding","3",13372
"ENSG00000036828","CASR",41.14,"protein_coding","3",20732
"ENSG00000044524","EPHA3",34.59,"protein_coding","3",7398
"ENSG00000051341","POLQ",39.06,"protein_coding","3",12063
"ENSG00000051382","PIK3CB",40.59,"protein_coding","3",22454
"ENSG00000057019","DCBLD2",38.59,"protein_coding","3",16516
"ENSG00000058262","SEC61A1",47.3,"protein_coding","3",11030
"ENSG00000064225","ST3GAL6",38.88,"protein_coding","3",18520
"ENSG00000065371","ROPN1",42.25,"protein_coding","3",9203
"ENSG00000065485","PDIA5",45.22,"protein_coding","3",7087
"ENSG00000065518","NDUFB4",39.34,"protein_coding","3",4190
"ENSG00000065534","MYLK",45.34,"protein_coding","3",41050
"ENSG00000066405","CLDN18",42.94,"protein_coding","3",8269
"ENSG00000066422","ZBTB11",40.31,"protein_coding","3",8321
"ENSG00000069849","ATP1B3",40.6,"protein_coding","3",7600
"ENSG00000070476","ZXDC",48.66,"protein_coding","3",12162
"ENSG00000072858","SIDT1",40.79,"protein_coding","3",12734
"ENSG00000073111","MCM2",50.56,"protein_coding","3",9386
"ENSG00000073711","PPP2R3A",39.06,"protein_coding","3",9504
"ENSG00000074416","MGLL",44.86,"protein_coding","3",18429
"ENSG00000075785","RAB7A",44.04,"protein_coding","3",5271
"ENSG00000080200","CRYBG3",37.12,"protein_coding","3",12345
"ENSG00000080224","EPHA6",35.41,"protein_coding","3",8886
"ENSG00000080819","CPOX",40.35,"protein_coding","3",5091
"ENSG00000080822","CLDND1",38.91,"protein_coding","3",16155
"ENSG00000081148","IMPG2",37.6,"protein_coding","3",8352
"ENSG00000081154","PCNP",39.69,"protein_coding","3",9109
"ENSG00000081307","UBA5",36.76,"protein_coding","3",17154
"ENSG00000082684","SEMA5B",50.17,"protein_coding","3",17264
"ENSG00000082701","GSK3B",37.15,"protein_coding","3",10046
"ENSG00000082781","ITGB5",46.61,"protein_coding","3",11075
"ENSG00000091513","TF",43.58,"protein_coding","3",30706
"ENSG00000091527","CDV3",42.4,"protein_coding","3",9503
"ENSG00000091972","CD200",38.61,"protein_coding","3",7518
"ENSG00000091986","CCDC80",40.28,"protein_coding","3",16988
"ENSG00000113845","TIMMDC1",38.47,"protein_coding","3",6676
"ENSG00000113924","HGD",41.25,"protein_coding","3",5113
"ENSG00000113966","ARL6",34.36,"protein_coding","3",8317
"ENSG00000113971","NPHP3",36.75,"protein_coding","3",19414
"ENSG00000114013","CD86",40.77,"protein_coding","3",8844
"ENSG00000114019","AMOTL2",55.04,"protein_coding","3",16515
"ENSG00000114021","NIT2",42.95,"protein_coding","3",11651
"ENSG00000114023","FAM162A",38.78,"protein_coding","3",4301
"ENSG00000114030","KPNA1",38.26,"protein_coding","3",14009
"ENSG00000114054","PCCB",41.75,"protein_coding","3",15934
"ENSG00000114098","ARMC8",39.28,"protein_coding","3",27830
"ENSG00000114107","CEP70",39.55,"protein_coding","3",6957
"ENSG00000114113","RBP2",44.04,"protein_coding","3",1060
"ENSG00000114115","RBP1",48.01,"protein_coding","3",6005
"ENSG00000114120","SLC25A36",35.48,"protein_coding","3",24362
"ENSG00000114124","GRK7",45.26,"protein_coding","3",3239
"ENSG00000114125","RNF7",39.14,"protein_coding","3",7176
"ENSG00000114126","TFDP2",39.89,"protein_coding","3",28128
"ENSG00000114127","XRN1",36.98,"protein_coding","3",21379
"ENSG00000114354","TFG",36.39,"protein_coding","3",9340
"ENSG00000114391","RPL24",42.34,"protein_coding","3",4286
"ENSG00000114423","CBLB",35.4,"protein_coding","3",27936
"ENSG00000114439","BBX",36.95,"protein_coding","3",24929
"ENSG00000114446","IFT57",35.23,"protein_coding","3",6047
"ENSG00000114455","HHLA2",39.01,"protein_coding","3",7969
"ENSG00000114480","GBE1",35.25,"protein_coding","3",6304
"ENSG00000114487","MORC1",37.56,"protein_coding","3",4132
"ENSG00000114491","UMPS",42.69,"protein_coding","3",12729
"ENSG00000114520","SNX4",40.09,"protein_coding","3",4604
"ENSG00000114529","C3orf52",42.44,"protein_coding","3",10332
"ENSG00000114544","SLC41A3",45.99,"protein_coding","3",14633
"ENSG00000114547","ROPN1B",43.48,"protein_coding","3",7614
"ENSG00000114554","PLXNA1",61.75,"protein_coding","3",14094
"ENSG00000114573","ATP6V1A",38.21,"protein_coding","3",8064
"ENSG00000114626","ABTB1",60.37,"protein_coding","3",15479
"ENSG00000114631","PODXL2",48.63,"protein_coding","3",2175
"ENSG00000114638","UPK1B",41.88,"protein_coding","3",4367
"ENSG00000114654","EFCC1",52.49,"protein_coding","3",4654
"ENSG00000114656","KIAA1257",47.21,"protein_coding","3",15798
"ENSG00000114670","NEK11",38.71,"protein_coding","3",13660
"ENSG00000114686","MRPL3",35.94,"protein_coding","3",6240
"ENSG00000114698","PLSCR4",35.8,"protein_coding","3",10669
"ENSG00000118007","STAG1",38.93,"protein_coding","3",15695
"ENSG00000118017","A4GNT",42.68,"protein_coding","3",1779
"ENSG00000120756","PLS1",38.52,"protein_coding","3",9331
"ENSG00000121542","SEC22A",37.71,"protein_coding","3",9806
"ENSG00000121552","CSTA",41.8,"protein_coding","3",1565
"ENSG00000121570","DPPA4",43.85,"protein_coding","3",9981
"ENSG00000121577","POPDC2",43.2,"protein_coding","3",8080
"ENSG00000121578","B4GALT4",41.63,"protein_coding","3",14187
"ENSG00000121579","NAA50",37.41,"protein_coding","3",15898
"ENSG00000121594","CD80",42.4,"protein_coding","3",4140
"ENSG00000129048","ACKR4",37.17,"protein_coding","3",2734
"ENSG00000129055","ANAPC13",45.33,"protein_coding","3",6247
"ENSG00000129071","MBD4",39.9,"protein_coding","3",9648
"ENSG00000132394","EEFSEC",47.87,"protein_coding","3",4487
"ENSG00000138231","DBR1",39.43,"protein_coding","3",4424
"ENSG00000138246","DNAJC13",36.8,"protein_coding","3",18712
"ENSG00000138459","SLC35A5",38.43,"protein_coding","3",9187
"ENSG00000138463","SLC49A4",38.04,"protein_coding","3",5144
"ENSG00000138468","SENP7",37.56,"protein_coding","3",9894
"ENSG00000138472","GUCA1C",39.06,"protein_coding","3",2210
"ENSG00000138483","CCDC54",39.52,"protein_coding","3",1197
"ENSG00000138495","COX17",41.28,"protein_coding","3",3388
"ENSG00000138496","PARP9",42.46,"protein_coding","3",12831
"ENSG00000144802","NFKBIZ",40.23,"protein_coding","3",9483
"ENSG00000144810","COL8A1",38.48,"protein_coding","3",17636
"ENSG00000144815","NXPE3",39.58,"protein_coding","3",20314
"ENSG00000144820","ADGRG7",38.02,"protein_coding","3",7138
"ENSG00000144821","MYH15",38.87,"protein_coding","3",10692
"ENSG00000144824","PHLDB2",38.78,"protein_coding","3",35268
"ENSG00000144827","ABHD10",35.85,"protein_coding","3",5924
"ENSG00000144834","TAGLN3",45.69,"protein_coding","3",5680
"ENSG00000144837","PLA1A",45.2,"protein_coding","3",3274
"ENSG00000144840","RABL3",37.93,"protein_coding","3",12949
"ENSG00000144843","ADPRH",46.24,"protein_coding","3",9346
"ENSG00000144847","IGSF11",38.47,"protein_coding","3",13327
"ENSG00000144848","ATG3",36.32,"protein_coding","3",10229
"ENSG00000144852","NR1I2",46.33,"protein_coding","3",8971
"ENSG00000144857","BOC",47.04,"protein_coding","3",24032
"ENSG00000144867","SRPRB",41.15,"protein_coding","3",5829
"ENSG00000144868","TMEM108",40.21,"protein_coding","3",14813
"ENSG00000144908","ALDH1L1",47.42,"protein_coding","3",21424
"ENSG00000144909","OSBPL11",39.36,"protein_coding","3",4598
"ENSG00000144935","TRPC1",35.59,"protein_coding","3",7935
"ENSG00000145087","STXBP5L",36.35,"protein_coding","3",12706
"ENSG00000145088","EAF2",36.14,"protein_coding","3",3459
"ENSG00000145103","ILDR1",44.15,"protein_coding","3",5797
"ENSG00000151576","QTRT2",38.31,"protein_coding","3",16748
"ENSG00000151577","DRD3",41.04,"protein_coding","3",3983
"ENSG00000152952","PLOD2",36.22,"protein_coding","3",13391
"ENSG00000153283","CD96",38.02,"protein_coding","3",9643
"ENSG00000153767","GTF2E1",38.04,"protein_coding","3",5113
"ENSG00000154165","GPR15",39.35,"protein_coding","3",2704
"ENSG00000154174","TOMM70",38.43,"protein_coding","3",5660
"ENSG00000154175","ABI3BP",37.02,"protein_coding","3",20159
"ENSG00000154917","RAB6B",49.61,"protein_coding","3",12423
"ENSG00000154928","EPHB1",44.84,"protein_coding","3",12040
"ENSG00000155890","TRIM42",41.69,"protein_coding","3",2514
"ENSG00000155893","PXYLP1",44.59,"protein_coding","3",22374
"ENSG00000155903","RASA2",36.35,"protein_coding","3",7838
"ENSG00000158092","NCK1",39.32,"protein_coding","3",11015
"ENSG00000158163","DZIP1L",45.71,"protein_coding","3",7711
"ENSG00000158186","MRAS",48.52,"protein_coding","3",12518
"ENSG00000158220","ESYT3",48.84,"protein_coding","3",17050
"ENSG00000158234","FAIM",40.46,"protein_coding","3",7171
"ENSG00000158258","CLSTN2",42.71,"protein_coding","3",16607
"ENSG00000159650","UROC1",54.34,"protein_coding","3",4298
"ENSG00000159685","CHCHD6",46.24,"protein_coding","3",5179
"ENSG00000160124","CCDC58",39.16,"protein_coding","3",3315
"ENSG00000160145","KALRN",42.68,"protein_coding","3",43670
"ENSG00000163320","CGGBP1",35.99,"protein_coding","3",16158
"ENSG00000163389","POGLUT1",41.15,"protein_coding","3",12166
"ENSG00000163406","SLC15A2",39.94,"protein_coding","3",8150
"ENSG00000163424","TEX55",38.34,"protein_coding","3",6712
"ENSG00000163428","LRRC58",38.96,"protein_coding","3",7918
"ENSG00000163430","FSTL1",43.79,"protein_coding","3",11043
"ENSG00000163507","CIP2A",34.15,"protein_coding","3",10713
"ENSG00000163515","RETNLB",43.72,"protein_coding","3",1187
"ENSG00000163519","TRAT1",36.43,"protein_coding","3",4766
"ENSG00000163530","DPPA2",43.89,"protein_coding","3",1383
"ENSG00000163606","CD200R1",35.84,"protein_coding","3",8180
"ENSG00000163607","GTPBP8",37.06,"protein_coding","3",8414
"ENSG00000163608","NEPRO",39.06,"protein_coding","3",19588
"ENSG00000163611","SPICE1",38.02,"protein_coding","3",10907
"ENSG00000163617","CCDC191",38.06,"protein_coding","3",9644
"ENSG00000163684","RPP14",44.14,"protein_coding","3",13229
"ENSG00000163710","PCOLCE2",40.92,"protein_coding","3",8673
"ENSG00000163714","U2SURP",38.44,"protein_coding","3",19429
"ENSG00000163746","PLSCR2",37.31,"protein_coding","3",3685
"ENSG00000163781","TOPBP1",37.94,"protein_coding","3",12726
"ENSG00000163785","RYK",40.6,"protein_coding","3",12041
"ENSG00000163833","FBXO40",43.97,"protein_coding","3",5669
"ENSG00000163840","DTX3L",44.22,"protein_coding","3",6025
"ENSG00000163848","ZNF148",36.86,"protein_coding","3",20473
"ENSG00000163864","NMNAT3",41.66,"protein_coding","3",27410
"ENSG00000163870","TPRA1",54.83,"protein_coding","3",14346
"ENSG00000163884","KLF15",57.78,"protein_coding","3",3087
"ENSG00000163885","CFAP100",50.89,"protein_coding","3",5217
"ENSG00000163902","RPN1",46.98,"protein_coding","3",6739
"ENSG00000163913","IFT122",47.56,"protein_coding","3",20021
"ENSG00000163914","RHO",54.98,"protein_coding","3",2768
"ENSG00000168386","FILIP1L",38.55,"protein_coding","3",20405
"ENSG00000168875","SOX14",56.49,"protein_coding","3",2020
"ENSG00000168917","SLC35G2",41.29,"protein_coding","3",4917
"ENSG00000169087","HSPBAP1",39.98,"protein_coding","3",7678
"ENSG00000169379","ARL13B",36.2,"protein_coding","3",18392
"ENSG00000169704","GP9",63.29,"protein_coding","3",889
"ENSG00000169714","CNBP",42.41,"protein_coding","3",7124
"ENSG00000169855","ROBO1",35.1,"protein_coding","3",23158
"ENSG00000170017","ALCAM",35.29,"protein_coding","3",14257
"ENSG00000170044","ZPLD1",36.71,"protein_coding","3",5816
"ENSG00000170819","BFSP2",45.6,"protein_coding","3",4172
"ENSG00000170854","RIOX2",41.54,"protein_coding","3",11260
"ENSG00000170893","TRH",59.3,"protein_coding","3",1903
"ENSG00000171084","FAM86JP",53.05,"transcribed_unprocessed_pseudogene","3",5912
"ENSG00000172020","GAP43",38.61,"protein_coding","3",2297
"ENSG00000172139","SLC9C1",37.23,"protein_coding","3",7464
"ENSG00000172752","COL6A5",38.71,"protein_coding","3",11985
"ENSG00000172765","TMCC1",39.38,"protein_coding","3",19085
"ENSG00000172771","EFCAB12",49.22,"protein_coding","3",12000
"ENSG00000172780","RAB43",50.78,"protein_coding","3",7248
"ENSG00000172969","FRG2C",44.34,"protein_coding","3",2153
"ENSG00000172971","UNC93B3",57.57,"unprocessed_pseudogene","3",687
"ENSG00000173175","ADCY5",51.27,"protein_coding","3",12025
"ENSG00000173193","PARP14",40.87,"protein_coding","3",21773
"ENSG00000173200","PARP15",40.52,"protein_coding","3",8267
"ENSG00000173226","IQCB1",36.52,"protein_coding","3",6102
"ENSG00000173230","GOLGB1",38.07,"protein_coding","3",30077
"ENSG00000173702","MUC13",42.72,"protein_coding","3",4488
"ENSG00000173706","HEG1",44.99,"protein_coding","3",21404
"ENSG00000174173","TRMT10C",41.21,"protein_coding","3",2830
"ENSG00000174255","ZNF80",41.82,"protein_coding","3",5385
"ENSG00000174500","GCSAM",40.8,"protein_coding","3",7329
"ENSG00000174564","IL20RB",41.89,"protein_coding","3",5798
"ENSG00000174579","MSL2",42.35,"protein_coding","3",9136
"ENSG00000174611","KY",48.47,"protein_coding","3",12870
"ENSG00000174640","SLCO2A1",47.76,"protein_coding","3",8350
"ENSG00000174715","PPIAP72",47.62,"processed_pseudogene","3",504
"ENSG00000175040","CHST2",57.61,"protein_coding","3",4142
"ENSG00000175054","ATR",37.11,"protein_coding","3",53870
"ENSG00000175066","GK5",38.78,"protein_coding","3",20460
"ENSG00000175093","SPSB4",47.06,"protein_coding","3",5828
"ENSG00000175105","ZNF654",35.52,"protein_coding","3",13124
"ENSG00000175110","MRPS22",42.84,"protein_coding","3",9725
"ENSG00000175161","CADM2",34,"protein_coding","3",11645
"ENSG00000175455","CCDC14",36.3,"protein_coding","3",31299
"ENSG00000175697","GPR156",41,"protein_coding","3",11846
"ENSG00000175792","RUVBL1",45.86,"protein_coding","3",9940
"ENSG00000175841","FAM172BP",39.67,"processed_pseudogene","3",1089
"ENSG00000176040","TMPRSS7",39.94,"protein_coding","3",5655
"ENSG00000176142","TMEM39A",39.07,"protein_coding","3",13049
"ENSG00000176243","CDV3P1",51.83,"processed_pseudogene","3",739
"ENSG00000176542","USF3",40.61,"protein_coding","3",32031
"ENSG00000177311","ZBTB38",42.29,"protein_coding","3",41660
"ENSG00000177494","ZBED2",47.49,"protein_coding","3",2214
"ENSG00000177646","ACAD9",49.2,"protein_coding","3",11876
"ENSG00000177707","NECTIN3",36.67,"protein_coding","3",9913
"ENSG00000178075","GRAMD1C",39.58,"protein_coding","3",16196
"ENSG00000178631","ACTG1P1",54.38,"processed_pseudogene","3",1129
